stairs.thisTrialN,stairs.stepSize,stairs.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stairs.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
84,0.5,1.0,85.31146409999997,,85.29560770000012,85.31146409999997,85.81127949999996,85.81127949999996,85.81127949999996,86.11116900000002,86.31268450000016,left,-1.0,1,1,0.48748010000008435,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
85,0.5,1.0,86.32790369999998,,86.31281460000014,86.32790369999998,86.82921110000007,86.82921110000007,86.82921110000007,87.1451962000001,87.24818120000009,left,-1.0,0,0,0.4096862000001238,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
86,0.5,1.5,87.26332769999999,,87.24835080000003,87.26332769999999,87.76072880000015,87.76072880000015,87.77710090000005,88.06038330000001,88.1947705,left,-1.5,1,1,0.42621009999993476,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
87,0.5,1.5,88.21045440000012,,88.19486340000003,88.21045440000012,88.69371870000009,88.69371870000009,88.71026630000006,88.9936967000001,89.21231660000012,right,1.5,1,1,0.5170212000000447,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
88,0.5,1.5,89.22712160000015,,89.21242030000008,89.22712160000015,89.71151770000006,89.71151770000006,89.72819320000008,90.01231930000017,90.11601730000007,right,1.5,1,1,0.38721049999981005,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
89,0.5,1.0,90.12893989999998,,90.1162276,90.12893989999998,90.62782390000007,90.62782390000007,90.64486230000011,90.92828899999995,91.01380100000006,left,-1.0,0,0,0.37959649999993417,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
90,0.5,1.5,91.02838750000001,,91.01396820000014,91.02838750000001,91.51274590000003,91.51274590000003,91.53085499999997,91.82803820000004,91.92938679999997,right,1.5,1,1,0.40199379999990015,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
91,0.5,1.5,91.94422410000016,,91.92952520000017,91.94422410000016,92.42902000000004,92.42902000000004,92.44543629999998,92.72975530000008,93.43184500000007,left,-1.5,0,0,0.994392199999993,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
92,0.5,2.0,93.4461609,,93.4320768,93.4461609,93.94374390000007,93.94374390000007,93.96029700000008,94.24489259999996,94.93009030000007,left,-2.0,1,1,0.97109579999983,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
93,0.5,2.0,94.94470920000003,,94.93027720000009,94.94470920000003,95.44469430000004,95.44469430000004,95.44469430000004,95.74460330000011,96.43107570000006,left,-2.0,0,0,0.9781863000000612,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
94,0.5,2.5,96.44563800000014,,96.43129309999995,96.44563800000014,96.94410820000007,96.94410820000007,96.96075859999996,97.24493670000015,97.43213140000012,right,2.5,1,1,0.48094240000000354,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
95,0.5,2.5,97.44700390000003,,97.43232740000008,97.44700390000003,97.94433470000013,97.94433470000013,97.96084580000002,98.24442490000001,98.61553939999999,left,-2.5,1,1,0.6595319000000472,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
96,0.5,2.5,98.62942080000016,,98.61578440000017,98.62942080000016,99.12677570000005,99.12677570000005,99.1436662000001,99.42932540000015,99.53100059999997,left,-2.5,0,0,0.3875121000000945,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
97,0.5,3.0,99.54436669999996,,99.5312014000001,99.54436669999996,100.04427840000017,100.04427840000017,100.04427840000017,100.3443913000001,100.73396470000012,right,3.0,1,1,0.670099700000037,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
98,0.5,3.0,100.75978729999997,,100.73419550000017,100.75978729999997,101.24473239999998,101.24473239999998,101.26232950000008,101.5440529,101.68131700000004,left,-3.0,1,1,0.43041059999995923,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
99,0.5,3.0,101.6952146000001,,101.68152239999995,101.6952146000001,102.19426080000017,102.19426080000017,102.19426080000017,102.49469320000003,102.61473479999995,right,3.0,1,1,0.4169322000000193,065588,001,2024-09-11_11h36.14.405,PSY310 adaptive staircase,2024.1.5,None,2024-09-11 11h36.18.590482 +0530,
